team,window,seasons_used,current_win_pct,current_net_rating,current_n_superstars,current_n_elite_stars,current_n_stars,current_top_player,current_2nd_player,current_W,current_L,current_win_pct_trend,current_net_rating_trend,current_n_superstars_trend,current_n_elite_stars_trend,match_rank,match_type,match_team,match_seasons,match_anchor_season,match_3yr_W,match_3yr_L,match_avg_win_pct,match_avg_net_rating,match_top_player,match_2nd_player,match_top_5_players,match_win_pct_trend,match_net_rating_trend,match_n_superstars_trend,match_next_1yr_win_pct,match_next_2yr_win_pct,match_next_avg_win_pct,match_next_1yr_playoff_round,match_next_2yr_playoff_round,similarity_score,level_similarity,trend_similarity,level_reason,trend_reason
Golden State Warriors,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.539,1.9,0.0,1,1,Stephen Curry,Jimmy Butler III,32,31,-0.027,-0.6,0.0,0.0,1,top_1,Washington Wizards,2013-14 / 2014-15 / 2015-16,2015-16,131,115,0.524,0.1,John Wall,Marcin Gortat,"John Wall, Marcin Gortat, Nene, Bradley Beal, Ramon Sessions",-0.018,-0.9,0.0,0.598,0.524,0.561,2,1,72.4,74.3,86.0,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Golden State Warriors,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.539,1.9,0.0,1,1,Stephen Curry,Jimmy Butler III,32,31,-0.027,-0.6,0.0,0.0,2,top_2,Chicago Bulls,2013-14 / 2014-15 / 2015-16,2015-16,140,106,0.553,0.4,Pau Gasol,Jimmy Butler III,"Pau Gasol, Jimmy Butler III, Nikola Mirotic, Derrick Rose, Taj Gibson",-0.037,-1.6,0.0,0.5,0.329,0.415,1,0,67.7,72.5,77.5,Similar superstar presence + roster potential,Similar superstar presence trend + win percentage trend
Golden State Warriors,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.539,1.9,0.0,1,1,Stephen Curry,Jimmy Butler III,32,31,-0.027,-0.6,0.0,0.0,3,top_3,Washington Wizards,2015-16 / 2016-17 / 2017-18,2017-18,133,113,0.543,0.7,Bradley Beal,John Wall,"Bradley Beal, John Wall, Otto Porter Jr., Marcin Gortat, Kelly Oubre Jr.",0.012,0.5,0.0,0.39,0.347,0.369,0,0,66.5,70.1,78.8,Similar superstar presence + win percentage,Similar superstar presence trend + roster depth trend
Golden State Warriors,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.539,1.9,0.0,1,1,Stephen Curry,Jimmy Butler III,32,31,-0.027,-0.6,0.0,0.0,4,optimistic,Washington Wizards,2013-14 / 2014-15 / 2015-16,2015-16,131,115,0.524,0.1,John Wall,Marcin Gortat,"John Wall, Marcin Gortat, Nene, Bradley Beal, Ramon Sessions",-0.018,-0.9,0.0,0.598,0.524,0.561,2,1,72.4,74.3,86.0,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Golden State Warriors,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.539,1.9,0.0,1,1,Stephen Curry,Jimmy Butler III,32,31,-0.027,-0.6,0.0,0.0,5,pessimistic,Washington Wizards,2015-16 / 2016-17 / 2017-18,2017-18,133,113,0.543,0.7,Bradley Beal,John Wall,"Bradley Beal, John Wall, Otto Porter Jr., Marcin Gortat, Kelly Oubre Jr.",0.012,0.5,0.0,0.39,0.347,0.369,0,0,66.5,70.1,78.8,Similar superstar presence + win percentage,Similar superstar presence trend + roster depth trend
Houston Rockets,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.611,4.4,0.0,0,2,Kevin Durant,Alperen Sengun,39,23,0.065,2.1,0.0,0.0,1,top_1,Indiana Pacers,1996-97 / 1997-98 / 1998-99,1998-99,130,84,0.647,4.6,Rik Smits,Mark Jackson,"Rik Smits, Mark Jackson, Reggie Miller, Jalen Rose, Antonio Davis",0.092,1.5,0.0,0.683,0.5,0.591,4,2,72.3,74.6,85.1,Similar superstar presence + top player quality,Similar superstar presence trend + elite star presence trend
Houston Rockets,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.611,4.4,0.0,0,2,Kevin Durant,Alperen Sengun,39,23,0.065,2.1,0.0,0.0,2,top_2,Indiana Pacers,2010-11 / 2011-12 / 2012-13,2012-13,128,101,0.591,3.3,David West,Paul George,"Paul George, David West, Roy Hibbert, George Hill, Lance Stephenson",0.077,2.7,0.0,0.683,0.463,0.573,3,0,72.1,73.2,88.6,Similar superstar presence + top player quality,Similar superstar presence trend + elite star presence trend
Houston Rockets,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.611,4.4,0.0,0,2,Kevin Durant,Alperen Sengun,39,23,0.065,2.1,0.0,0.0,3,top_3,Memphis Grizzlies,2010-11 / 2011-12 / 2012-13,2012-13,143,87,0.646,3.5,Marc Gasol,Mike Conley,"Marc Gasol, Mike Conley, Zach Randolph, Ed Davis, Tayshaun Prince",0.061,1.0,0.0,0.61,0.671,0.64,1,2,71.7,72.4,90.8,Similar superstar presence + star depth,Similar superstar presence trend + elite star presence trend
Houston Rockets,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.611,4.4,0.0,0,2,Kevin Durant,Alperen Sengun,39,23,0.065,2.1,0.0,0.0,4,optimistic,Indiana Pacers,1996-97 / 1997-98 / 1998-99,1998-99,130,84,0.647,4.6,Rik Smits,Mark Jackson,"Rik Smits, Mark Jackson, Reggie Miller, Jalen Rose, Antonio Davis",0.092,1.5,0.0,0.683,0.5,0.591,4,2,72.3,74.6,85.1,Similar superstar presence + top player quality,Similar superstar presence trend + elite star presence trend
Houston Rockets,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.611,4.4,0.0,0,2,Kevin Durant,Alperen Sengun,39,23,0.065,2.1,0.0,0.0,5,pessimistic,Memphis Grizzlies,2010-11 / 2011-12 / 2012-13,2012-13,143,87,0.646,3.5,Marc Gasol,Mike Conley,"Marc Gasol, Mike Conley, Zach Randolph, Ed Davis, Tayshaun Prince",0.061,1.0,0.0,0.61,0.671,0.64,1,2,71.7,72.4,90.8,Similar superstar presence + star depth,Similar superstar presence trend + elite star presence trend
Indiana Pacers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.4,-3.6,0.0,1,1,Pascal Siakam,Ivica Zubac,15,48,-0.168,-5.7,0.0,0.0,1,top_1,Atlanta Hawks,1997-98 / 1998-99 / 1999-00,1999-00,109,105,0.465,-1.6,Dikembe Mutombo,Isaiah Rider,"Dikembe Mutombo, Jim Jackson, Isaiah Rider, Alan Henderson, Jason Terry",-0.134,-4.8,0.0,0.305,0.402,0.354,0,0,56.9,59.7,74.5,Similar superstar presence + star depth,Similar superstar presence trend + elite star presence trend
Indiana Pacers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.4,-3.6,0.0,1,1,Pascal Siakam,Ivica Zubac,15,48,-0.168,-5.7,0.0,0.0,2,top_2,Washington Wizards,2006-07 / 2007-08 / 2008-09,2008-09,103,143,0.36,-4.6,Antawn Jamison,Caron Butler,"Antawn Jamison, Caron Butler, Andray Blatche, Nick Young, JaVale McGee",-0.134,-3.8,0.0,0.317,0.28,0.299,0,0,56.5,60.1,71.9,Similar superstar presence + offensive rank,Similar superstar presence trend + star depth trend
Indiana Pacers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.4,-3.6,0.0,1,1,Pascal Siakam,Ivica Zubac,15,48,-0.168,-5.7,0.0,0.0,3,top_3,New Jersey Nets,2005-06 / 2006-07 / 2007-08,2007-08,124,122,0.468,-3.0,Vince Carter,Richard Jefferson,"Vince Carter, Richard Jefferson, Devin Harris, Bostjan Nachbar, Josh Boone",-0.091,-3.5,0.0,0.415,0.146,0.28,0,0,55.6,60.9,67.7,Similar superstar presence + star depth,Similar superstar presence trend + star depth trend
Indiana Pacers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.4,-3.6,0.0,1,1,Pascal Siakam,Ivica Zubac,15,48,-0.168,-5.7,0.0,0.0,4,optimistic,New Jersey Nets,2005-06 / 2006-07 / 2007-08,2007-08,124,122,0.468,-3.0,Vince Carter,Richard Jefferson,"Vince Carter, Richard Jefferson, Devin Harris, Bostjan Nachbar, Josh Boone",-0.091,-3.5,0.0,0.415,0.146,0.28,0,0,55.6,60.9,67.7,Similar superstar presence + star depth,Similar superstar presence trend + star depth trend
Indiana Pacers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.4,-3.6,0.0,1,1,Pascal Siakam,Ivica Zubac,15,48,-0.168,-5.7,0.0,0.0,5,pessimistic,Atlanta Hawks,1997-98 / 1998-99 / 1999-00,1999-00,109,105,0.465,-1.6,Dikembe Mutombo,Isaiah Rider,"Dikembe Mutombo, Jim Jackson, Isaiah Rider, Alan Henderson, Jason Terry",-0.134,-4.8,0.0,0.305,0.402,0.354,0,0,56.9,59.7,74.5,Similar superstar presence + star depth,Similar superstar presence trend + elite star presence trend
LA Clippers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.547,2.2,0.0,1,0,Kawhi Leonard,Darius Garland,31,32,-0.065,-1.5,0.0,0.5,1,top_1,New York Knicks,2011-12 / 2012-13 / 2013-14,2013-14,127,103,0.528,1.2,Carmelo Anthony,JR Smith,"Carmelo Anthony, JR Smith, Raymond Felton, Amar'e Stoudemire, Tyson Chandler",-0.047,-2.2,0.0,0.207,0.39,0.299,0,0,66.7,72.0,76.3,Similar superstar presence + 2nd player quality,Similar superstar presence trend + top player quality trend
LA Clippers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.547,2.2,0.0,1,0,Kawhi Leonard,Darius Garland,31,32,-0.065,-1.5,0.0,0.5,2,top_2,Chicago Bulls,2013-14 / 2014-15 / 2015-16,2015-16,140,106,0.553,0.4,Pau Gasol,Jimmy Butler III,"Pau Gasol, Jimmy Butler III, Nikola Mirotic, Derrick Rose, Taj Gibson",-0.037,-1.6,0.0,0.5,0.329,0.415,1,0,62.1,68.8,71.0,Similar superstar presence + win percentage,Similar superstar presence trend + elite star presence trend
LA Clippers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.547,2.2,0.0,1,0,Kawhi Leonard,Darius Garland,31,32,-0.065,-1.5,0.0,0.5,3,top_3,Indiana Pacers,2002-03 / 2003-04 / 2004-05,2004-05,153,93,0.606,3.0,Jermaine O'Neal,Jamaal Tinsley,"Jermaine O'Neal, Jamaal Tinsley, Stephen Jackson, Reggie Miller, Fred Jones",-0.024,-1.2,0.0,0.5,0.427,0.463,1,0,62.0,68.0,71.9,Similar superstar presence + star depth,Similar superstar presence trend + net rating trend
LA Clippers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.547,2.2,0.0,1,0,Kawhi Leonard,Darius Garland,31,32,-0.065,-1.5,0.0,0.5,4,optimistic,Indiana Pacers,2002-03 / 2003-04 / 2004-05,2004-05,153,93,0.606,3.0,Jermaine O'Neal,Jamaal Tinsley,"Jermaine O'Neal, Jamaal Tinsley, Stephen Jackson, Reggie Miller, Fred Jones",-0.024,-1.2,0.0,0.5,0.427,0.463,1,0,62.0,68.0,71.9,Similar superstar presence + star depth,Similar superstar presence trend + net rating trend
LA Clippers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.547,2.2,0.0,1,0,Kawhi Leonard,Darius Garland,31,32,-0.065,-1.5,0.0,0.5,5,pessimistic,New York Knicks,2011-12 / 2012-13 / 2013-14,2013-14,127,103,0.528,1.2,Carmelo Anthony,JR Smith,"Carmelo Anthony, JR Smith, Raymond Felton, Amar'e Stoudemire, Tyson Chandler",-0.047,-2.2,0.0,0.207,0.39,0.299,0,0,66.7,72.0,76.3,Similar superstar presence + 2nd player quality,Similar superstar presence trend + top player quality trend
Los Angeles Lakers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.601,0.8,0.85,1,1,Luka Dončić,LeBron James,38,25,0.015,0.0,0.5,-0.5,1,top_1,Denver Nuggets,2017-18 / 2018-19 / 2019-20,2019-20,146,91,0.628,2.6,Nikola Jokić,Jamal Murray,"Nikola Jokić, Jamal Murray, Will Barton, Jerami Grant, Monte Morris",0.035,0.4,0.5,0.653,0.585,0.619,2,1,56.1,56.6,86.5,Similar superstar presence + defensive rank,Similar superstar presence trend + elite star presence trend
Los Angeles Lakers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.601,0.8,0.85,1,1,Luka Dončić,LeBron James,38,25,0.015,0.0,0.5,-0.5,2,top_2,Houston Rockets,2012-13 / 2013-14 / 2014-15,2014-15,155,91,0.656,3.8,James Harden,Josh Smith,"James Harden, Josh Smith, Trevor Ariza, Corey Brewer, Dwight Howard",0.067,-0.1,0.5,0.5,0.671,0.585,1,2,53.6,54.1,85.9,Similar star depth + win percentage,Similar superstar presence trend + elite star presence trend
Los Angeles Lakers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.601,0.8,0.85,1,1,Luka Dončić,LeBron James,38,25,0.015,0.0,0.5,-0.5,3,top_3,Minnesota Timberwolves,1999-00 / 2000-01 / 2001-02,2001-02,147,99,0.599,2.7,Kevin Garnett,Terrell Brandon,"Kevin Garnett, Wally Szczerbiak, Chauncey Billups, Terrell Brandon, Joe Smith",0.0,0.4,0.5,0.622,0.707,0.665,1,3,53.2,55.1,75.2,Similar win percentage + defensive rank,Similar superstar presence trend + elite star presence trend
Los Angeles Lakers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.601,0.8,0.85,1,1,Luka Dončić,LeBron James,38,25,0.015,0.0,0.5,-0.5,4,optimistic,Denver Nuggets,2017-18 / 2018-19 / 2019-20,2019-20,146,91,0.628,2.6,Nikola Jokić,Jamal Murray,"Nikola Jokić, Jamal Murray, Will Barton, Jerami Grant, Monte Morris",0.035,0.4,0.5,0.653,0.585,0.619,2,1,56.1,56.6,86.5,Similar superstar presence + defensive rank,Similar superstar presence trend + elite star presence trend
Los Angeles Lakers,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.601,0.8,0.85,1,1,Luka Dončić,LeBron James,38,25,0.015,0.0,0.5,-0.5,5,pessimistic,Minnesota Timberwolves,1999-00 / 2000-01 / 2001-02,2001-02,147,99,0.599,2.7,Kevin Garnett,Terrell Brandon,"Kevin Garnett, Wally Szczerbiak, Chauncey Billups, Terrell Brandon, Joe Smith",0.0,0.4,0.5,0.622,0.707,0.665,1,3,53.2,55.1,75.2,Similar win percentage + defensive rank,Similar superstar presence trend + elite star presence trend
Memphis Grizzlies,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.429,-0.8,0.0,0,0,Cedric Coward,Cam Spencer,23,39,0.021,2.4,0.0,0.0,1,top_1,Phoenix Suns,2012-13 / 2013-14 / 2014-15,2014-15,112,134,0.483,-0.8,Eric Bledsoe,Markieff Morris,"Eric Bledsoe, Markieff Morris, Brandon Knight, Marcus Morris Sr., Gerald Green",0.086,2.8,0.0,0.28,0.293,0.287,0,0,63.9,66.3,80.0,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Memphis Grizzlies,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.429,-0.8,0.0,0,0,Cedric Coward,Cam Spencer,23,39,0.021,2.4,0.0,0.0,2,top_2,Charlotte Hornets,2014-15 / 2015-16 / 2016-17,2016-17,117,129,0.477,0.3,Kemba Walker,Nicolas Batum,"Kemba Walker, Nicolas Batum, Michael Kidd-Gilchrist, Frank Kaminsky, Marvin Williams",0.019,1.7,0.0,0.439,0.476,0.457,0,0,58.6,59.1,87.6,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Memphis Grizzlies,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.429,-0.8,0.0,0,0,Cedric Coward,Cam Spencer,23,39,0.021,2.4,0.0,0.0,3,top_3,New York Knicks,2019-20 / 2020-21 / 2021-22,2021-22,99,121,0.467,-0.5,Julius Randle,RJ Barrett,"Julius Randle, RJ Barrett, Alec Burks, Immanuel Quickley, Evan Fournier",0.067,3.0,0.0,0.573,0.61,0.591,2,2,56.3,59.5,73.0,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Memphis Grizzlies,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.429,-0.8,0.0,0,0,Cedric Coward,Cam Spencer,23,39,0.021,2.4,0.0,0.0,4,optimistic,New York Knicks,2019-20 / 2020-21 / 2021-22,2021-22,99,121,0.467,-0.5,Julius Randle,RJ Barrett,"Julius Randle, RJ Barrett, Alec Burks, Immanuel Quickley, Evan Fournier",0.067,3.0,0.0,0.573,0.61,0.591,2,2,56.3,59.5,73.0,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Memphis Grizzlies,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.429,-0.8,0.0,0,0,Cedric Coward,Cam Spencer,23,39,0.021,2.4,0.0,0.0,5,pessimistic,Phoenix Suns,2012-13 / 2013-14 / 2014-15,2014-15,112,134,0.483,-0.8,Eric Bledsoe,Markieff Morris,"Eric Bledsoe, Markieff Morris, Brandon Knight, Marcus Morris Sr., Gerald Green",0.086,2.8,0.0,0.28,0.293,0.287,0,0,63.9,66.3,80.0,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Miami Heat,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.52,2.3,0.0,0,1,Bam Adebayo,Norman Powell,35,29,-0.007,0.8,0.0,0.0,1,top_1,Chicago Bulls,2012-13 / 2013-14 / 2014-15,2014-15,143,103,0.593,2.3,Pau Gasol,Joakim Noah,"Pau Gasol, Jimmy Butler III, Derrick Rose, Nikola Mirotic, Joakim Noah",0.031,1.2,0.0,0.512,0.5,0.506,0,1,84.0,84.7,94.3,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Miami Heat,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.52,2.3,0.0,0,1,Bam Adebayo,Norman Powell,35,29,-0.007,0.8,0.0,0.0,2,top_2,Seattle SuperSonics,2002-03 / 2003-04 / 2004-05,2004-05,129,117,0.557,1.0,Ray Allen,Rashard Lewis,"Ray Allen, Rashard Lewis, Luke Ridnour, Antonio Daniels, Vladimir Radmanovic",0.073,1.2,0.0,0.427,0.378,0.402,0,0,77.9,82.7,83.8,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Miami Heat,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.52,2.3,0.0,0,1,Bam Adebayo,Norman Powell,35,29,-0.007,0.8,0.0,0.0,3,top_3,New York Knicks,1998-99 / 1999-00 / 2000-01,2000-01,125,89,0.586,2.3,Mark Jackson,Latrell Sprewell,"Latrell Sprewell, Mark Jackson, Marcus Camby, Allan Houston, Kurt Thomas",0.023,0.9,0.0,0.366,0.451,0.409,0,0,74.9,76.6,87.9,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Miami Heat,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.52,2.3,0.0,0,1,Bam Adebayo,Norman Powell,35,29,-0.007,0.8,0.0,0.0,4,optimistic,Chicago Bulls,2012-13 / 2013-14 / 2014-15,2014-15,143,103,0.593,2.3,Pau Gasol,Joakim Noah,"Pau Gasol, Jimmy Butler III, Derrick Rose, Nikola Mirotic, Joakim Noah",0.031,1.2,0.0,0.512,0.5,0.506,0,1,84.0,84.7,94.3,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Miami Heat,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.52,2.3,0.0,0,1,Bam Adebayo,Norman Powell,35,29,-0.007,0.8,0.0,0.0,5,pessimistic,New York Knicks,1998-99 / 1999-00 / 2000-01,2000-01,125,89,0.586,2.3,Mark Jackson,Latrell Sprewell,"Latrell Sprewell, Mark Jackson, Marcus Camby, Allan Houston, Kurt Thomas",0.023,0.9,0.0,0.366,0.451,0.409,0,0,74.9,76.6,87.9,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Milwaukee Bucks,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.505,-1.1,1.0,0,0,Giannis Antetokounmpo,Kevin Porter Jr.,27,35,-0.081,-3.3,0.0,0.0,1,top_1,Cleveland Cavaliers,2005-06 / 2006-07 / 2007-08,2007-08,145,101,0.576,1.1,LeBron James,Zydrunas Ilgauskas,"LeBron James, Zydrunas Ilgauskas, Joe Smith, Wally Szczerbiak, Delonte West",-0.03,-1.4,0.0,0.805,0.744,0.774,3,2,63.2,67.8,74.8,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Milwaukee Bucks,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.505,-1.1,1.0,0,0,Giannis Antetokounmpo,Kevin Porter Jr.,27,35,-0.081,-3.3,0.0,0.0,2,top_2,Dallas Mavericks,2020-21 / 2021-22 / 2022-23,2022-23,132,104,0.533,1.3,Luka Dončić,Kyrie Irving,"Luka Dončić, Kyrie Irving, Christian Wood, Tim Hardaway Jr., Reggie Bullock Jr.",-0.06,-1.2,0.0,0.61,0.476,0.543,4,0,54.4,59.8,66.6,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Milwaukee Bucks,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.505,-1.1,1.0,0,0,Giannis Antetokounmpo,Kevin Porter Jr.,27,35,-0.081,-3.3,0.0,0.0,3,top_3,Cleveland Cavaliers,2015-16 / 2016-17 / 2017-18,2017-18,158,88,0.626,2.4,LeBron James,Kevin Love,"LeBron James, Kevin Love, Jordan Clarkson, Larry Nance Jr., Rodney Hood",-0.043,-2.6,0.0,0.232,0.292,0.262,0,0,52.8,53.5,82.4,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Milwaukee Bucks,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.505,-1.1,1.0,0,0,Giannis Antetokounmpo,Kevin Porter Jr.,27,35,-0.081,-3.3,0.0,0.0,4,optimistic,Cleveland Cavaliers,2005-06 / 2006-07 / 2007-08,2007-08,145,101,0.576,1.1,LeBron James,Zydrunas Ilgauskas,"LeBron James, Zydrunas Ilgauskas, Joe Smith, Wally Szczerbiak, Delonte West",-0.03,-1.4,0.0,0.805,0.744,0.774,3,2,63.2,67.8,74.8,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Milwaukee Bucks,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.505,-1.1,1.0,0,0,Giannis Antetokounmpo,Kevin Porter Jr.,27,35,-0.081,-3.3,0.0,0.0,5,pessimistic,Cleveland Cavaliers,2015-16 / 2016-17 / 2017-18,2017-18,158,88,0.626,2.4,LeBron James,Kevin Love,"LeBron James, Kevin Love, Jordan Clarkson, Larry Nance Jr., Rodney Hood",-0.043,-2.6,0.0,0.232,0.292,0.262,0,0,52.8,53.5,82.4,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Minnesota Timberwolves,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.625,4.7,0.0,1,0,Anthony Edwards,Julius Randle,40,24,-0.029,-1.1,0.0,0.0,1,top_1,New Jersey Nets,2001-02 / 2002-03 / 2003-04,2003-04,148,98,0.59,3.7,Jason Kidd,Kenyon Martin,"Jason Kidd, Richard Jefferson, Kenyon Martin, Kerry Kittles, Rodney Rogers",-0.03,-0.8,0.0,0.512,0.598,0.555,2,2,75.8,77.6,87.9,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Minnesota Timberwolves,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.625,4.7,0.0,1,0,Anthony Edwards,Julius Randle,40,24,-0.029,-1.1,0.0,0.0,2,top_2,Houston Rockets,2006-07 / 2007-08 / 2008-09,2008-09,160,86,0.652,4.5,Yao Ming,Metta World Peace,"Yao Ming, Metta World Peace, Luis Scola, Aaron Brooks, Tracy McGrady",0.006,-0.4,0.0,0.512,0.524,0.518,0,0,75.1,78.9,83.7,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Minnesota Timberwolves,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.625,4.7,0.0,1,0,Anthony Edwards,Julius Randle,40,24,-0.029,-1.1,0.0,0.0,3,top_3,Boston Celtics,2018-19 / 2019-20 / 2020-21,2020-21,133,93,0.565,3.2,Jayson Tatum,Jaylen Brown,"Jayson Tatum, Jaylen Brown, Robert Williams III, Marcus Smart, Evan Fournier",-0.049,-1.5,0.0,0.622,0.695,0.659,4,3,74.1,74.4,94.4,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Minnesota Timberwolves,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.625,4.7,0.0,1,0,Anthony Edwards,Julius Randle,40,24,-0.029,-1.1,0.0,0.0,4,optimistic,Boston Celtics,2018-19 / 2019-20 / 2020-21,2020-21,133,93,0.565,3.2,Jayson Tatum,Jaylen Brown,"Jayson Tatum, Jaylen Brown, Robert Williams III, Marcus Smart, Evan Fournier",-0.049,-1.5,0.0,0.622,0.695,0.659,4,3,74.1,74.4,94.4,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
Minnesota Timberwolves,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.625,4.7,0.0,1,0,Anthony Edwards,Julius Randle,40,24,-0.029,-1.1,0.0,0.0,5,pessimistic,Houston Rockets,2006-07 / 2007-08 / 2008-09,2008-09,160,86,0.652,4.5,Yao Ming,Metta World Peace,"Yao Ming, Metta World Peace, Luis Scola, Aaron Brooks, Tracy McGrady",0.006,-0.4,0.0,0.512,0.524,0.518,0,0,75.1,78.9,83.7,Similar superstar presence + elite star presence,Similar superstar presence trend + elite star presence trend
New Orleans Pelicans,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.336,-4.9,0.0,0,1,Zion Williamson,Trey Murphy III,20,45,-0.145,-4.8,0.0,0.0,1,top_1,Minnesota Timberwolves,2013-14 / 2014-15 / 2015-16,2015-16,85,161,0.326,-4.3,Karl-Anthony Towns,Ricky Rubio,"Karl-Anthony Towns, Ricky Rubio, Andrew Wiggins, Gorgui Dieng, Kevin Garnett",-0.067,-3.0,0.0,0.378,0.573,0.476,0,1,67.6,77.5,72.5,Similar superstar presence + roster depth,Similar superstar presence trend + 2nd player quality trend
New Orleans Pelicans,2023-24 / 2024-25 / 2025-26,2023-24 / 2024-25 / 2025-26,0.336,-4.9,0.0,0,1,Zion Williamson,Trey Murphy III,20,45,-0.145,-4.8,0.0,0.0,2,top_2,Portland Trail Blazers,2020-21 / 2021-22 / 2022-23,2022-23,102,134,0.408,-4.7,Damian Lillard,Jerami Grant,"Damian Lillard, Anfernee Simons, Jerami Grant, Jusuf Nurkić, Drew Eubanks",-0.09,-2.9,0.0,0.256,0.439,0.348,0,0,56.2,62.2,67.2,Similar superstar presence + offensive rank,Similar superstar presence trend + star depth trend
